id,crime_id,article_id,article_code,requirement_type,text,normalized_text
actreq_crime_118_title_action_pha_roi_an_ninh,crime_118,article_118,118,title_action,phá rối an ninh,pha roi an ninh
actreq_crime_119_title_action_chong_pha_co_so_giam_giu,crime_119,article_119,119,title_action,chống phá cơ sở giam giữ,chong pha co so giam giu
actreq_crime_120_title_action_to_chuc_cuong_ep_xui_giuc_nguoi_khac_tron_di_nuoc_ngoai_hoac_tron_o_lai_nuoc_ngoai_nham_chong_chi,crime_120,article_120,120,title_action,"tổ chức, cưỡng ép, xúi giục người khác trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân",to chuc cuong ep xui giuc nguoi khac tron di nuoc ngoai hoac tron o lai nuoc ngoai nham chong chinh quyen nhan dan
actreq_crime_121_title_action_tron_di_nuoc_ngoai_hoac_tron_o_lai_nuoc_ngoai_nham_chong_chinh_quyen_nhan_dan,crime_121,article_121,121,title_action,trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân,tron di nuoc ngoai hoac tron o lai nuoc ngoai nham chong chinh quyen nhan dan
actreq_crime_122_title_action_hinh_phat_bo_sung,crime_122,article_122,122,title_action,Hình phạt bổ sung,hinh phat bo sung
actreq_crime_123_title_action_giet_nguoi,crime_123,article_123,123,title_action,giết người,giet nguoi
actreq_crime_124_title_action_giet_hoac_vut_bo_con_moi_de,crime_124,article_124,124,title_action,giết hoặc vứt bỏ con mới đẻ,giet hoac vut bo con moi de
actreq_crime_125_title_action_giet_nguoi_trong_trang_thai_tinh_than_bi_kich_dong_manh,crime_125,article_125,125,title_action,giết người trong trạng thái tinh thần bị kích động mạnh,giet nguoi trong trang thai tinh than bi kich dong manh
actreq_crime_126_title_action_giet_nguoi_do_vuot_qua_gioi_han_phong_ve_chinh_dang_hoac_do_vuot_qua_muc_can_thiet_khi_bat_giu_ng,crime_126,article_126,126,title_action,giết người do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội,giet nguoi do vuot qua gioi han phong ve chinh dang hoac do vuot qua muc can thiet khi bat giu nguoi pham toi
actreq_crime_127_title_action_lam_chet_nguoi_trong_khi_thi_hanh_cong_vu,crime_127,article_127,127,title_action,làm chết người trong khi thi hành công vụ,lam chet nguoi trong khi thi hanh cong vu
actreq_crime_128_title_action_vo_y_lam_chet_nguoi,crime_128,article_128,128,title_action,vô ý làm chết người,vo y lam chet nguoi
actreq_crime_129_title_action_vo_y_lam_chet_nguoi_do_vi_pham_quy_tac_nghe_nghiep_hoac_quy_tac_hanh_chinh,crime_129,article_129,129,title_action,vô ý làm chết người do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính,vo y lam chet nguoi do vi pham quy tac nghe nghiep hoac quy tac hanh chinh
actreq_crime_130_title_action_buc_tu,crime_130,article_130,130,title_action,bức tử,buc tu
actreq_crime_131_title_action_xui_giuc_hoac_giup_nguoi_khac_tu_sat,crime_131,article_131,131,title_action,xúi giục hoặc giúp người khác tự sát,xui giuc hoac giup nguoi khac tu sat
actreq_crime_132_title_action_khong_cuu_giup_nguoi_dang_o_trong_tinh_trang_nguy_hiem_den_tinh_mang,crime_132,article_132,132,title_action,không cứu giúp người đang ở trong tình trạng nguy hiểm đến tính mạng,khong cuu giup nguoi dang o trong tinh trang nguy hiem den tinh mang
actreq_crime_133_title_action_de_doa_giet_nguoi,crime_133,article_133,133,title_action,đe dọa giết người,de doa giet nguoi
actreq_crime_134_title_action_co_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac,crime_134,article_134,134,title_action,cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,co y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac
actreq_crime_135_title_action_co_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_trong_trang_thai_tinh_than_bi_k,crime_135,article_135,135,title_action,cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong trạng thái tinh thần bị kích động mạnh,co y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac trong trang thai tinh than bi kich dong manh
actreq_crime_136_title_action_co_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_do_vuot_qua_gioi_han_phong_ve_c,crime_136,article_136,136,title_action,cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội,co y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac do vuot qua gioi han phong ve chinh dang hoac do vuot qua muc can thiet khi bat giu nguoi pham toi
actreq_crime_137_title_action_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_trong_khi_thi_hanh_cong_vu,crime_137,article_137,137,title_action,gây thương tích hoặc gây tổn hại cho sức khỏe của người khác trong khi thi hành công vụ,gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac trong khi thi hanh cong vu
actreq_crime_138_title_action_vo_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac,crime_138,article_138,138,title_action,vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác,vo y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac
actreq_crime_139_title_action_vo_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_do_vi_pham_quy_tac_nghe_nghiep_,crime_139,article_139,139,title_action,vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính,vo y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac do vi pham quy tac nghe nghiep hoac quy tac hanh chinh
actreq_crime_140_title_action_hanh_ha_nguoi_khac,crime_140,article_140,140,title_action,hành hạ người khác,hanh ha nguoi khac
actreq_crime_141_title_action_hiep_dam,crime_141,article_141,141,title_action,hiếp dâm,hiep dam
actreq_crime_142_title_action_hiep_dam_nguoi_duoi_16_tuoi,crime_142,article_142,142,title_action,hiếp dâm người dưới 16 tuổi,hiep dam nguoi duoi 16 tuoi
actreq_crime_143_title_action_cuong_dam,crime_143,article_143,143,title_action,cưỡng dâm,cuong dam
actreq_crime_144_title_action_cuong_dam_nguoi_tu_du_13_tuoi_den_duoi_16_tuoi,crime_144,article_144,144,title_action,cưỡng dâm người từ đủ 13 tuổi đến dưới 16 tuổi,cuong dam nguoi tu du 13 tuoi den duoi 16 tuoi
actreq_crime_145_title_action_giao_cau_hoac_thuc_hien_hanh_vi_quan_he_tinh_duc_khac_voi_nguoi_tu_du_13_tuoi_den_duoi_16_tuoi,crime_145,article_145,145,title_action,giao cấu hoặc thực hiện hành vi quan hệ tình dục khác với người từ đủ 13 tuổi đến dưới 16 tuổi,giao cau hoac thuc hien hanh vi quan he tinh duc khac voi nguoi tu du 13 tuoi den duoi 16 tuoi
actreq_crime_146_title_action_dam_o_doi_voi_nguoi_duoi_16_tuoi,crime_146,article_146,146,title_action,dâm ô đối với người dưới 16 tuổi,dam o doi voi nguoi duoi 16 tuoi
actreq_crime_147_title_action_su_dung_nguoi_duoi_16_tuoi_vao_muc_dich_khieu_dam,crime_147,article_147,147,title_action,sử dụng người dưới 16 tuổi vào mục đích khiêu dâm,su dung nguoi duoi 16 tuoi vao muc dich khieu dam
actreq_crime_148_title_action_lay_truyen_hiv_cho_nguoi_khac,crime_148,article_148,148,title_action,lây truyền HIV cho người khác,lay truyen hiv cho nguoi khac
actreq_crime_149_title_action_co_y_truyen_hiv_cho_nguoi_khac,crime_149,article_149,149,title_action,cố ý truyền HIV cho người khác,co y truyen hiv cho nguoi khac
actreq_crime_150_title_action_mua_ban_nguoi,crime_150,article_150,150,title_action,mua bán người,mua ban nguoi
actreq_crime_151_title_action_mua_ban_nguoi_duoi_16_tuoi,crime_151,article_151,151,title_action,mua bán người dưới 16 tuổi,mua ban nguoi duoi 16 tuoi
actreq_crime_152_title_action_danh_trao_nguoi_duoi_01_tuoi,crime_152,article_152,152,title_action,đánh tráo người dưới 01 tuổi,danh trao nguoi duoi 01 tuoi
actreq_crime_153_title_action_chiem_doat_nguoi_duoi_16_tuoi,crime_153,article_153,153,title_action,chiếm đoạt người dưới 16 tuổi,chiem doat nguoi duoi 16 tuoi
actreq_crime_154_title_action_mua_ban_chiem_doat_mo_hoac_bo_phan_co_the_nguoi,crime_154,article_154,154,title_action,"mua bán, chiếm đoạt mô hoặc bộ phận cơ thể người",mua ban chiem doat mo hoac bo phan co the nguoi
actreq_crime_155_title_action_lam_nhuc_nguoi_khac,crime_155,article_155,155,title_action,làm nhục người khác,lam nhuc nguoi khac
actreq_crime_156_title_action_vu_khong,crime_156,article_156,156,title_action,vu khống,vu khong
actreq_crime_157_title_action_bat_giu_hoac_giam_nguoi_trai_phap_luat,crime_157,article_157,157,title_action,"bắt, giữ hoặc giam người trái pháp luật",bat giu hoac giam nguoi trai phap luat
actreq_crime_158_title_action_xam_pham_cho_o_cua_nguoi_khac,crime_158,article_158,158,title_action,xâm phạm chỗ ở của người khác,xam pham cho o cua nguoi khac
actreq_crime_159_title_action_xam_pham_bi_mat_hoac_an_toan_thu_tin_dien_thoai_dien_tin_hoac_hinh_thuc_trao_doi_thong_tin_rieng_,crime_159,article_159,159,title_action,"xâm phạm bí mật hoặc an toàn thư tín, điện thoại, điện tín hoặc hình thức trao đổi thông tin riêng tư khác của người khác",xam pham bi mat hoac an toan thu tin dien thoai dien tin hoac hinh thuc trao doi thong tin rieng tu khac cua nguoi khac
actreq_crime_160_title_action_xam_pham_quyen_cua_cong_dan_ve_bau_cu_ung_cu_hoac_bieu_quyet_khi_nha_nuoc_trung_cau_y_dan,crime_160,article_160,160,title_action,"xâm phạm quyền của công dân về bầu cử, ứng cử hoặc biểu quyết khi Nhà nước trưng cầu ý dân",xam pham quyen cua cong dan ve bau cu ung cu hoac bieu quyet khi nha nuoc trung cau y dan
actreq_crime_161_title_action_lam_sai_lech_ket_qua_bau_cu_ket_qua_trung_cau_y_dan,crime_161,article_161,161,title_action,"làm sai lệch kết quả bầu cử, kết quả trưng cầu ý dân",lam sai lech ket qua bau cu ket qua trung cau y dan
actreq_crime_162_title_action_buoc_cong_chuc_vien_chuc_thoi_viec_hoac_sa_thai_nguoi_lao_dong_trai_phap_luat,crime_162,article_162,162,title_action,"buộc công chức, viên chức thôi việc hoặc sa thải người lao động trái pháp luật",buoc cong chuc vien chuc thoi viec hoac sa thai nguoi lao dong trai phap luat
actreq_crime_163_title_action_xam_pham_quyen_hoi_hop_lap_hoi_cua_cong_dan,crime_163,article_163,163,title_action,"xâm phạm quyền hội họp, lập hội của công dân",xam pham quyen hoi hop lap hoi cua cong dan
actreq_crime_164_title_action_xam_pham_quyen_tu_do_tin_nguong_ton_giao_cua_nguoi_khac,crime_164,article_164,164,title_action,"xâm phạm quyền tự do tín ngưỡng, tôn giáo của người khác",xam pham quyen tu do tin nguong ton giao cua nguoi khac
actreq_crime_165_title_action_xam_pham_quyen_binh_dang_gioi,crime_165,article_165,165,title_action,xâm phạm quyền bình đẳng giới,xam pham quyen binh dang gioi
actreq_crime_166_title_action_xam_pham_quyen_khieu_nai_to_cao,crime_166,article_166,166,title_action,"xâm phạm quyền khiếu nại, tố cáo",xam pham quyen khieu nai to cao
actreq_crime_167_title_action_xam_pham_quyen_tu_do_ngon_luan_tu_do_bao_chi_tiep_can_thong_tin_quyen_bieu_tinh_cua_cong_dan,crime_167,article_167,167,title_action,"xâm phạm quyền tự do ngôn luận, tự do báo chí, tiếp cận thông tin, quyền biểu tình của công dân",xam pham quyen tu do ngon luan tu do bao chi tiep can thong tin quyen bieu tinh cua cong dan
actreq_crime_168_title_action_cuop_tai_san,crime_168,article_168,168,title_action,cướp tài sản,cuop tai san
actreq_crime_169_title_action_bat_coc_nham_chiem_doat_tai_san,crime_169,article_169,169,title_action,bắt cóc nhằm chiếm đoạt tài sản,bat coc nham chiem doat tai san
actreq_crime_170_title_action_cuong_doat_tai_san,crime_170,article_170,170,title_action,cưỡng đoạt tài sản,cuong doat tai san
actreq_crime_171_title_action_cuop_giat_tai_san,crime_171,article_171,171,title_action,cướp giật tài sản,cuop giat tai san
actreq_crime_172_title_action_cong_nhien_chiem_doat_tai_san,crime_172,article_172,172,title_action,công nhiên chiếm đoạt tài sản,cong nhien chiem doat tai san
actreq_crime_173_title_action_trom_cap_tai_san,crime_173,article_173,173,title_action,trộm cắp tài sản,trom cap tai san
actreq_crime_174_title_action_lua_dao_chiem_doat_tai_san,crime_174,article_174,174,title_action,lừa đảo chiếm đoạt tài sản,lua dao chiem doat tai san
actreq_crime_175_title_action_lam_dung_tin_nhiem_chiem_doat_tai_san,crime_175,article_175,175,title_action,lạm dụng tín nhiệm chiếm đoạt tài sản,lam dung tin nhiem chiem doat tai san
actreq_crime_176_title_action_chiem_giu_trai_phep_tai_san,crime_176,article_176,176,title_action,chiếm giữ trái phép tài sản,chiem giu trai phep tai san
actreq_crime_177_title_action_su_dung_trai_phep_tai_san,crime_177,article_177,177,title_action,sử dụng trái phép tài sản,su dung trai phep tai san
actreq_crime_178_title_action_huy_hoai_hoac_co_y_lam_hu_hong_tai_san,crime_178,article_178,178,title_action,hủy hoại hoặc cố ý làm hư hỏng tài sản,huy hoai hoac co y lam hu hong tai san
actreq_crime_179_title_action_thieu_trach_nhiem_gay_thiet_hai_den_tai_san_cua_nha_nuoc_co_quan_to_chuc_doanh_nghiep,crime_179,article_179,179,title_action,"thiếu trách nhiệm gây thiệt hại đến tài sản của Nhà nước, cơ quan, tổ chức, doanh nghiệp",thieu trach nhiem gay thiet hai den tai san cua nha nuoc co quan to chuc doanh nghiep
actreq_crime_180_title_action_vo_y_gay_thiet_hai_nghiem_trong_den_tai_san,crime_180,article_180,180,title_action,vô ý gây thiệt hại nghiêm trọng đến tài sản,vo y gay thiet hai nghiem trong den tai san
actreq_crime_181_title_action_cuong_ep_ket_hon_ly_hon_hoac_can_tro_hon_nhan_tu_nguyen_tien_bo_can_tro_ly_hon_tu_nguyen,crime_181,article_181,181,title_action,"cưỡng ép kết hôn, ly hôn hoặc cản trở hôn nhân tự nguyện, tiến bộ, cản trở ly hôn tự nguyện",cuong ep ket hon ly hon hoac can tro hon nhan tu nguyen tien bo can tro ly hon tu nguyen
actreq_crime_182_title_action_vi_pham_che_do_mot_vo_mot_chong,crime_182,article_182,182,title_action,"vi phạm chế độ một vợ, một chồng",vi pham che do mot vo mot chong
actreq_crime_183_title_action_to_chuc_tao_hon,crime_183,article_183,183,title_action,tổ chức tảo hôn,to chuc tao hon
actreq_crime_184_title_action_loan_luan,crime_184,article_184,184,title_action,loạn luân,loan luan
actreq_crime_185_title_action_nguoc_dai_hoac_hanh_ha_ong_ba_cha_me_vo_chong_con_chau_hoac_nguoi_co_cong_nuoi_duong_minh,crime_185,article_185,185,title_action,"ngược đãi hoặc hành hạ ông bà, cha mẹ, vợ chồng, con, cháu hoặc người có công nuôi dưỡng mình",nguoc dai hoac hanh ha ong ba cha me vo chong con chau hoac nguoi co cong nuoi duong minh
actreq_crime_186_title_action_tu_choi_hoac_tron_tranh_nghia_vu_cap_duong,crime_186,article_186,186,title_action,từ chối hoặc trốn tránh nghĩa vụ cấp dưỡng,tu choi hoac tron tranh nghia vu cap duong
actreq_crime_187_title_action_to_chuc_mang_thai_ho_vi_muc_dich_thuong_mai,crime_187,article_187,187,title_action,tổ chức mang thai hộ vì mục đích thương mại,to chuc mang thai ho vi muc dich thuong mai
actreq_crime_188_title_action_buon_lau,crime_188,article_188,188,title_action,buôn lậu,buon lau
actreq_crime_189_title_action_van_chuyen_trai_phep_hang_hoa_tien_te_qua_bien_gioi,crime_189,article_189,189,title_action,"vận chuyển trái phép hàng hóa, tiền tệ qua biên giới",van chuyen trai phep hang hoa tien te qua bien gioi
actreq_crime_190_title_action_san_xuat_buon_ban_hang_cam,crime_190,article_190,190,title_action,"sản xuất, buôn bán hàng cấm",san xuat buon ban hang cam
actreq_crime_191_title_action_tang_tru_van_chuyen_hang_cam,crime_191,article_191,191,title_action,"tàng trữ, vận chuyển hàng cấm",tang tru van chuyen hang cam
actreq_crime_192_title_action_san_xuat_buon_ban_hang_gia,crime_192,article_192,192,title_action,"sản xuất, buôn bán hàng giả",san xuat buon ban hang gia
actreq_crime_193_title_action_san_xuat_buon_ban_hang_gia_la_luong_thuc_thuc_pham_phu_gia_thuc_pham,crime_193,article_193,193,title_action,"sản xuất, buôn bán hàng giả là lương thực, thực phẩm, phụ gia thực phẩm",san xuat buon ban hang gia la luong thuc thuc pham phu gia thuc pham
actreq_crime_194_title_action_san_xuat_buon_ban_hang_gia_la_thuoc_chua_benh_thuoc_phong_benh,crime_194,article_194,194,title_action,"sản xuất, buôn bán hàng giả là thuốc chữa bệnh, thuốc phòng bệnh",san xuat buon ban hang gia la thuoc chua benh thuoc phong benh
actreq_crime_195_title_action_san_xuat_buon_ban_hang_gia_la_thuc_an_dung_de_chan_nuoi_phan_bon_thuoc_thu_y_thuoc_bao_ve_thuc_va,crime_195,article_195,195,title_action,"sản xuất, buôn bán hàng giả là thức ăn dùng để chăn nuôi, phân bón, thuốc thú y, thuốc bảo vệ thực vật, giống cây trồng, giống vật nuôi",san xuat buon ban hang gia la thuc an dung de chan nuoi phan bon thuoc thu y thuoc bao ve thuc vat giong cay trong giong vat nuoi
actreq_crime_196_title_action_dau_co,crime_196,article_196,196,title_action,đầu cơ,dau co
actreq_crime_197_title_action_quang_cao_gian_doi,crime_197,article_197,197,title_action,quảng cáo gian dối,quang cao gian doi
actreq_crime_198_title_action_lua_doi_khach_hang,crime_198,article_198,198,title_action,lừa dối khách hàng,lua doi khach hang
actreq_crime_199_title_action_vi_pham_quy_dinh_ve_cung_ung_dien,crime_199,article_199,199,title_action,vi phạm quy định về cung ứng điện,vi pham quy dinh ve cung ung dien
actreq_crime_200_title_action_tron_thue,crime_200,article_200,200,title_action,trốn thuế,tron thue
actreq_crime_201_title_action_cho_vay_lai_nang_trong_giao_dich_dan_su,crime_201,article_201,201,title_action,cho vay lãi nặng trong giao dịch dân sự,cho vay lai nang trong giao dich dan su
actreq_crime_202_title_action_lam_buon_ban_tem_gia_ve_gia,crime_202,article_202,202,title_action,"làm, buôn bán tem giả, vé giả",lam buon ban tem gia ve gia
actreq_crime_203_title_action_in_phat_hanh_mua_ban_trai_phep_hoa_don_chung_tu_thu_nop_ngan_sach_nha_nuoc,crime_203,article_203,203,title_action,"in, phát hành, mua bán trái phép hóa đơn, chứng từ thu nộp ngân sách nhà nước",in phat hanh mua ban trai phep hoa don chung tu thu nop ngan sach nha nuoc
actreq_crime_204_title_action_vi_pham_quy_dinh_ve_bao_quan_quan_ly_hoa_don_chung_tu_thu_nop_ngan_sach_nha_nuoc,crime_204,article_204,204,title_action,"vi phạm quy định về bảo quản, quản lý hóa đơn, chứng từ thu nộp ngân sách nhà nước",vi pham quy dinh ve bao quan quan ly hoa don chung tu thu nop ngan sach nha nuoc
actreq_crime_205_title_action_lap_quy_trai_phep,crime_205,article_205,205,title_action,lập quỹ trái phép,lap quy trai phep
actreq_crime_206_title_action_vi_pham_quy_dinh_ve_hoat_dong_ngan_hang_hoat_dong_khac_lien_quan_den_hoat_dong_ngan_hang,crime_206,article_206,206,title_action,"vi phạm quy định về hoạt động ngân hàng, hoạt động khác liên quan đến hoạt động ngân hàng",vi pham quy dinh ve hoat dong ngan hang hoat dong khac lien quan den hoat dong ngan hang
actreq_crime_207_title_action_lam_tang_tru_van_chuyen_luu_hanh_tien_gia,crime_207,article_207,207,title_action,"làm, tàng trữ, vận chuyển, lưu hành tiền giả",lam tang tru van chuyen luu hanh tien gia
actreq_crime_208_title_action_lam_tang_tru_van_chuyen_luu_hanh_cong_cu_chuyen_nhuong_gia_hoac_cac_giay_to_co_gia_gia_khac,crime_208,article_208,208,title_action,"làm, tàng trữ, vận chuyển, lưu hành công cụ chuyển nhượng giả hoặc các giấy tờ có giá giả khác",lam tang tru van chuyen luu hanh cong cu chuyen nhuong gia hoac cac giay to co gia gia khac
actreq_crime_209_title_action_co_y_cong_bo_thong_tin_sai_lech_hoac_che_giau_thong_tin_trong_hoat_dong_chung_khoan,crime_209,article_209,209,title_action,cố ý công bố thông tin sai lệch hoặc che giấu thông tin trong hoạt động chứng khoán,co y cong bo thong tin sai lech hoac che giau thong tin trong hoat dong chung khoan
actreq_crime_210_title_action_su_dung_thong_tin_noi_bo_de_mua_ban_chung_khoan,crime_210,article_210,210,title_action,sử dụng thông tin nội bộ để mua bán chứng khoán,su dung thong tin noi bo de mua ban chung khoan
actreq_crime_211_title_action_thao_tung_thi_truong_chung_khoan,crime_211,article_211,211,title_action,thao túng thị trường chứng khoán,thao tung thi truong chung khoan
actreq_crime_212_title_action_lam_gia_tai_lieu_trong_ho_so_chao_ban_niem_yet_chung_khoan,crime_212,article_212,212,title_action,"làm giả tài liệu trong hồ sơ chào bán, niêm yết chứng khoán",lam gia tai lieu trong ho so chao ban niem yet chung khoan
actreq_crime_213_title_action_gian_lan_trong_kinh_doanh_bao_hiem,crime_213,article_213,213,title_action,gian lận trong kinh doanh bảo hiểm,gian lan trong kinh doanh bao hiem
actreq_crime_214_title_action_gian_lan_bao_hiem_xa_hoi_bao_hiem_that_nghiep,crime_214,article_214,214,title_action,"gian lận bảo hiểm xã hội, bảo hiểm thất nghiệp",gian lan bao hiem xa hoi bao hiem that nghiep
actreq_crime_215_title_action_gian_lan_bao_hiem_y_te,crime_215,article_215,215,title_action,gian lận bảo hiểm y tế,gian lan bao hiem y te
actreq_crime_216_title_action_tron_dong_bao_hiem_xa_hoi_bao_hiem_y_te_bao_hiem_that_nghiep_cho_nguoi_lao_dong,crime_216,article_216,216,title_action,"trốn đóng bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp cho người lao động",tron dong bao hiem xa hoi bao hiem y te bao hiem that nghiep cho nguoi lao dong
actreq_crime_217_title_action_vi_pham_quy_dinh_ve_canh_tranh,crime_217,article_217,217,title_action,vi phạm quy định về cạnh tranh,vi pham quy dinh ve canh tranh
actreq_crime_217a_title_action_vi_pham_quy_dinh_ve_kinh_doanh_theo_phuong_thuc_da_cap,crime_217a,article_217a,217a,title_action,vi phạm quy định về kinh doanh theo phương thức đa cấp,vi pham quy dinh ve kinh doanh theo phuong thuc da cap
actreq_crime_218_title_action_vi_pham_quy_dinh_ve_hoat_dong_ban_dau_gia_tai_san,crime_218,article_218,218,title_action,vi phạm quy định về hoạt động bán đấu giá tài sản,vi pham quy dinh ve hoat dong ban dau gia tai san
actreq_crime_219_title_action_vi_pham_quy_dinh_ve_quan_ly_su_dung_tai_san_nha_nuoc_gay_that_thoat_lang_phi,crime_219,article_219,219,title_action,"vi phạm quy định về quản lý, sử dụng tài sản Nhà nước gây thất thoát, lãng phí",vi pham quy dinh ve quan ly su dung tai san nha nuoc gay that thoat lang phi
actreq_crime_220_title_action_vi_pham_quy_dinh_ve_quan_ly_va_su_dung_von_dau_tu_cong_gay_hau_qua_nghiem_trong,crime_220,article_220,220,title_action,vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,vi pham quy dinh ve quan ly va su dung von dau tu cong gay hau qua nghiem trong
actreq_crime_221_title_action_vi_pham_quy_dinh_ve_ke_toan_gay_hau_qua_nghiem_trong,crime_221,article_221,221,title_action,vi phạm quy định về kế toán gây hậu quả nghiêm trọng,vi pham quy dinh ve ke toan gay hau qua nghiem trong
actreq_crime_222_title_action_vi_pham_quy_dinh_ve_dau_thau_gay_hau_qua_nghiem_trong,crime_222,article_222,222,title_action,vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,vi pham quy dinh ve dau thau gay hau qua nghiem trong
actreq_crime_223_title_action_thong_dong_bao_che_cho_nguoi_nop_thue_gay_hau_qua_nghiem_trong,crime_223,article_223,223,title_action,"thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",thong dong bao che cho nguoi nop thue gay hau qua nghiem trong
actreq_crime_224_title_action_vi_pham_quy_dinh_ve_dau_tu_cong_trinh_xay_dung_gay_hau_qua_nghiem_trong,crime_224,article_224,224,title_action,vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,vi pham quy dinh ve dau tu cong trinh xay dung gay hau qua nghiem trong
actreq_crime_225_title_action_xam_pham_quyen_tac_gia_quyen_lien_quan,crime_225,article_225,225,title_action,"xâm phạm quyền tác giả, quyền liên quan",xam pham quyen tac gia quyen lien quan
actreq_crime_226_title_action_xam_pham_quyen_so_huu_cong_nghiep,crime_226,article_226,226,title_action,xâm phạm quyền sở hữu công nghiệp,xam pham quyen so huu cong nghiep
actreq_crime_227_title_action_vi_pham_quy_dinh_ve_nghien_cuu_tham_do_khai_thac_tai_nguyen,crime_227,article_227,227,title_action,"vi phạm quy định về nghiên cứu, thăm dò, khai thác tài nguyên",vi pham quy dinh ve nghien cuu tham do khai thac tai nguyen
actreq_crime_228_title_action_vi_pham_cac_quy_dinh_ve_su_dung_dat_dai,crime_228,article_228,228,title_action,vi phạm các quy định về sử dụng đất đai,vi pham cac quy dinh ve su dung dat dai
actreq_crime_229_title_action_vi_pham_cac_quy_dinh_ve_quan_ly_dat_dai,crime_229,article_229,229,title_action,vi phạm các quy định về quản lý đất đai,vi pham cac quy dinh ve quan ly dat dai
