id,article_id,article_code,owner_id,owner_kind,exception_type,text,normalized_text
exception_clause_article_21_clause_0,article_21,21,article_21_clause_0,Clause,exemption_or_exception,"Người thực hiện hành vi nguy hiểm cho xã hội trong khi đang mắc bệnh tâm thần, một bệnh khác làm mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì không phải chịu trách nhiệm hình sự.",nguoi thuc hien hanh vi nguy hiem cho xa hoi trong khi dang mac benh tam than mot benh khac lam mat kha nang nhan thuc hoac kha nang dieu khien hanh vi cua minh thi khong phai chiu trach nhiem hinh su
exception_clause_article_22_clause_1,article_22,22,article_22_clause_1,Clause,exemption_or_exception,"Phòng vệ chính đáng là hành vi của người vì bảo vệ quyền hoặc lợi ích chính đáng của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà chống trả lại một cách cần thiết người đang có hành vi xâm phạm các lợi ích nói trên. Phòng vệ chính đáng không phải là tội phạm.",phong ve chinh dang la hanh vi cua nguoi vi bao ve quyen hoac loi ich chinh dang cua minh cua nguoi khac hoac loi ich cua nha nuoc cua co quan to chuc ma chong tra lai mot cach can thiet nguoi dang co hanh vi xam pham cac loi ich noi tren phong ve chinh dang khong phai la toi pham
exception_clause_article_23_clause_1,article_23,23,article_23_clause_1,Clause,exemption_or_exception,"Tình thế cấp thiết là tình thế của người vì muốn tránh gây thiệt hại cho quyền, lợi ích hợp pháp của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà không còn cách nào khác là phải gây một thiệt hại nhỏ hơn thiệt hại cần ngăn ngừa. Hành vi gây thiệt hại trong tình thế cấp thiết không phải là tội phạm.",tinh the cap thiet la tinh the cua nguoi vi muon tranh gay thiet hai cho quyen loi ich hop phap cua minh cua nguoi khac hoac loi ich cua nha nuoc cua co quan to chuc ma khong con cach nao khac la phai gay mot thiet hai nho hon thiet hai can ngan ngua hanh vi gay thiet hai trong tinh the cap thiet khong phai la toi pham
exception_clause_article_24_clause_1,article_24,24,article_24_clause_1,Clause,exemption_or_exception,Hành vi của người để bắt giữ người thực hiện hành vi phạm tội mà không còn cách nào khác là buộc phải sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ thì không phải là tội phạm.,hanh vi cua nguoi de bat giu nguoi thuc hien hanh vi pham toi ma khong con cach nao khac la buoc phai su dung vu luc can thiet gay thiet hai cho nguoi bi bat giu thi khong phai la toi pham
exception_clause_article_25_clause_0,article_25,25,article_25_clause_0,Clause,exemption_or_exception,"Hành vi gây ra thiệt hại trong khi thực hiện việc nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới mặc dù đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa thì không phải là tội phạm. Người nào không áp dụng đúng quy trình, quy phạm, không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại thì vẫn phải chịu trách nhiệm hình sự.",hanh vi gay ra thiet hai trong khi thuc hien viec nghien cuu thu nghiem ap dung tien bo khoa hoc ky thuat va cong nghe moi mac du da tuan thu dung quy trinh quy pham ap dung day du bien phap phong ngua thi khong phai la toi pham nguoi nao khong ap dung dung quy trinh quy pham khong ap dung day du bien phap phong ngua ma gay thiet hai thi van phai chiu trach nhiem hinh su
exception_clause_article_26_clause_0,article_26,26,article_26_clause_0,Clause,exemption_or_exception,"Người thực hiện hành vi gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh nếu đã thực hiện đầy đủ quy trình báo cáo người ra mệnh lệnh nhưng người ra mệnh lệnh vẫn yêu cầu chấp hành mệnh lệnh đó, thì không phải chịu trách nhiệm hình sự. Trong trường hợp này người ra mệnh lệnh phải chịu trách nhiệm hình sự. Quy định này không áp dụng đối với các trường hợp quy định tại khoản 2 Điều 421, khoản 2 Điều 422 và khoản 2 Điều 423 của Bộ luật này.",nguoi thuc hien hanh vi gay thiet hai trong khi thi hanh menh lenh cua nguoi chi huy hoac cua cap tren trong luc luong vu trang nhan dan de thuc hien nhiem vu quoc phong an ninh neu da thuc hien day du quy trinh bao cao nguoi ra menh lenh nhung nguoi ra menh lenh van yeu cau chap hanh menh lenh do thi khong phai chiu trach nhiem hinh su trong truong hop nay nguoi ra menh lenh phai chiu trach nhiem hinh su quy dinh nay khong ap dung doi voi cac truong hop quy dinh tai khoan 2 dieu 421 khoan 2 dieu 422 va khoan 2 dieu 423 cua bo luat nay
exception_clause_article_29_clause_1,article_29,29,article_29_clause_1,Clause,exemption_or_exception,"Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây: a) Khi tiến hành điều tra, truy tố hoặc xét xử, do có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội nữa; b) Khi có quyết định đại xá.",nguoi pham toi duoc mien trach nhiem hinh su khi co mot trong nhung can cu sau day a khi tien hanh dieu tra truy to hoac xet xu do co su thay doi chinh sach phap luat lam cho hanh vi pham toi khong con nguy hiem cho xa hoi nua b khi co quyet dinh dai xa
exception_clause_article_29_clause_2,article_29,29,article_29_clause_2,Clause,exemption_or_exception,"Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây: a) Khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà người phạm tội không còn nguy hiểm cho xã hội nữa; b) Khi tiến hành điều tra, truy tố, xét xử, người phạm tội mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội nữa; c) Trước khi hành vi phạm tội bị phát giác, người phạm tội tự thú, khai rõ sự việc, góp phần có hiệu quả vào việc phát hiện và điều tra tội phạm, cố gắng hạn chế đến mức thấp nhất hậu quả của tội phạm và lập công lớn hoặc có cống hiến đặc biệt, được Nhà nước và xã hội thừa nhận.",nguoi pham toi co the duoc mien trach nhiem hinh su khi co mot trong cac can cu sau day a khi tien hanh dieu tra truy to xet xu do chuyen bien cua tinh hinh ma nguoi pham toi khong con nguy hiem cho xa hoi nua b khi tien hanh dieu tra truy to xet xu nguoi pham toi mac benh hiem ngheo dan den khong con kha nang gay nguy hiem cho xa hoi nua c truoc khi hanh vi pham toi bi phat giac nguoi pham toi tu thu khai ro su viec gop phan co hieu qua vao viec phat hien va dieu tra toi pham co gang han che den muc thap nhat hau qua cua toi pham va lap cong lon hoac co cong hien dac biet duoc nha nuoc va xa hoi thua nhan
exception_clause_article_29_clause_3,article_29,29,article_29_clause_3,Clause,exemption_or_exception,"Người thực hiện tội phạm nghiêm trọng do vô ý hoặc tội phạm ít nghiêm trọng gây thiệt hại về tính mạng, sức khỏe, danh dự, nhân phẩm hoặc tài sản của người khác, đã tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả và được người bị hại hoặc người đại diện hợp pháp của người bị hại tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự, thì có thể được miễn trách nhiệm hình sự.",nguoi thuc hien toi pham nghiem trong do vo y hoac toi pham it nghiem trong gay thiet hai ve tinh mang suc khoe danh du nhan pham hoac tai san cua nguoi khac da tu nguyen sua chua boi thuong thiet hai hoac khac phuc hau qua va duoc nguoi bi hai hoac nguoi dai dien hop phap cua nguoi bi hai tu nguyen hoa giai va de nghi mien trach nhiem hinh su thi co the duoc mien trach nhiem hinh su
exception_clause_article_32_clause_2,article_32,32,article_32_clause_2,Clause,exemption_or_exception,"Hình phạt bổ sung bao gồm: a) Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định; b) Cấm cư trú; c) Quản chế; d) Tước một số quyền công dân; đ) Tịch thu tài sản; e) Phạt tiền, khi không áp dụng là hình phạt chính; g) Trục xuất, khi không áp dụng là hình phạt chính.",hinh phat bo sung bao gom a cam dam nhiem chuc vu cam hanh nghe hoac lam cong viec nhat dinh b cam cu tru c quan che d tuoc mot so quyen cong dan d tich thu tai san e phat tien khi khong ap dung la hinh phat chinh g truc xuat khi khong ap dung la hinh phat chinh
exception_clause_article_33_clause_2,article_33,33,article_33_clause_2,Clause,exemption_or_exception,"Hình phạt bổ sung bao gồm: a) Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định; b) Cấm huy động vốn; c) Phạt tiền, khi không áp dụng là hình phạt chính.",hinh phat bo sung bao gom a cam kinh doanh cam hoat dong trong mot so linh vuc nhat dinh b cam huy dong von c phat tien khi khong ap dung la hinh phat chinh
exception_clause_article_36_clause_4,article_36,36,article_36_clause_4,Clause,exemption_or_exception,"Trường hợp người bị phạt cải tạo không giam giữ không có việc làm hoặc bị mất việc làm trong thời gian chấp hành hình phạt này thì phải thực hiện một số công việc lao động phục vụ cộng đồng trong thời gian cải tạo không giam giữ. Thời gian lao động phục vụ cộng đồng không quá 04 giờ trong một ngày và không quá 05 ngày trong 01 tuần. Không áp dụng biện pháp lao động phục vụ cộng đồng đối với phụ nữ có thai hoặc đang nuôi con dưới 06 tháng tuổi, người già yếu, người bị bệnh hiểm nghèo, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng. Người bị kết án cải tạo không giam giữ phải thực hiện những nghĩa vụ quy định tại Luật thi hành án hình sự.",truong hop nguoi bi phat cai tao khong giam giu khong co viec lam hoac bi mat viec lam trong thoi gian chap hanh hinh phat nay thi phai thuc hien mot so cong viec lao dong phuc vu cong dong trong thoi gian cai tao khong giam giu thoi gian lao dong phuc vu cong dong khong qua 04 gio trong mot ngay va khong qua 05 ngay trong 01 tuan khong ap dung bien phap lao dong phuc vu cong dong doi voi phu nu co thai hoac dang nuoi con duoi 06 thang tuoi nguoi gia yeu nguoi bi benh hiem ngheo nguoi khuyet tat nang hoac khuyet tat dac biet nang nguoi bi ket an cai tao khong giam giu phai thuc hien nhung nghia vu quy dinh tai luat thi hanh an hinh su
exception_clause_article_38_clause_2,article_38,38,article_38_clause_2,Clause,exemption_or_exception,Không áp dụng hình phạt tù có thời hạn đối với người lần đầu phạm tội ít nghiêm trọng do vô ý và có nơi cư trú rõ ràng.,khong ap dung hinh phat tu co thoi han doi voi nguoi lan dau pham toi it nghiem trong do vo y va co noi cu tru ro rang
exception_clause_article_39_clause_0,article_39,39,article_39_clause_0,Clause,exemption_or_exception,"Tù chung thân là hình phạt tù không thời hạn được áp dụng đối với người phạm tội đặc biệt nghiêm trọng, nhưng chưa đến mức bị xử phạt tử hình. Không áp dụng hình phạt tù chung thân đối với người dưới 18 tuổi phạm tội.",tu chung than la hinh phat tu khong thoi han duoc ap dung doi voi nguoi pham toi dac biet nghiem trong nhung chua den muc bi xu phat tu hinh khong ap dung hinh phat tu chung than doi voi nguoi duoi 18 tuoi pham toi
exception_clause_article_40_clause_2,article_40,40,article_40_clause_2,Clause,exemption_or_exception,"Không áp dụng hình phạt tử hình đối với người dưới 18 tuổi khi phạm tội, phụ nữ có thai, phụ nữ đang nuôi con dưới 36 tháng tuổi hoặc người đủ 75 tuổi trở lên khi phạm tội hoặc khi xét xử.",khong ap dung hinh phat tu hinh doi voi nguoi duoi 18 tuoi khi pham toi phu nu co thai phu nu dang nuoi con duoi 36 thang tuoi hoac nguoi du 75 tuoi tro len khi pham toi hoac khi xet xu
exception_clause_article_40_clause_3,article_40,40,article_40_clause_3,Clause,exemption_or_exception,Không thi hành án tử hình đối với người bị kết án nếu thuộc một trong các trường hợp sau đây: a) Phụ nữ có thai hoặc phụ nữ đang nuôi con dưới 36 tháng tuổi; b) Người đủ 75 tuổi trở lên; c) Người mắc bệnh ung thư giai đoạn cuối.,khong thi hanh an tu hinh doi voi nguoi bi ket an neu thuoc mot trong cac truong hop sau day a phu nu co thai hoac phu nu dang nuoi con duoi 36 thang tuoi b nguoi du 75 tuoi tro len c nguoi mac benh ung thu giai doan cuoi
exception_clause_article_51_clause_3,article_51,51,article_51_clause_3,Clause,exemption_or_exception,Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.,cac tinh tiet giam nhe da duoc bo luat nay quy dinh la dau hieu dinh toi hoac dinh khung thi khong duoc coi la tinh tiet giam nhe trong khi quyet dinh hinh phat
exception_clause_article_52_clause_2,article_52,52,article_52_clause_2,Clause,exemption_or_exception,Các tình tiết đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung hình phạt thì không được coi là tình tiết tăng nặng.,cac tinh tiet da duoc bo luat nay quy dinh la dau hieu dinh toi hoac dinh khung hinh phat thi khong duoc coi la tinh tiet tang nang
exception_clause_article_58_clause_0,article_58,58,article_58_clause_0,Clause,exemption_or_exception,"Khi quyết định hình phạt đối với những người đồng phạm, Tòa án phải xét đến tính chất của đồng phạm, tính chất và mức độ tham gia phạm tội của từng người đồng phạm. Các tình tiết giảm nhẹ, tăng nặng hoặc loại trừ trách nhiệm hình sự thuộc người đồng phạm nào, thì chỉ áp dụng đối với người đó.",khi quyet dinh hinh phat doi voi nhung nguoi dong pham toa an phai xet den tinh chat cua dong pham tinh chat va muc do tham gia pham toi cua tung nguoi dong pham cac tinh tiet giam nhe tang nang hoac loai tru trach nhiem hinh su thuoc nguoi dong pham nao thi chi ap dung doi voi nguoi do
exception_clause_article_59_clause_0,article_59,59,article_59_clause_0,Clause,exemption_or_exception,Người phạm tội có thể được miễn hình phạt nếu thuộc trường hợp quy định tại khoản 1 và khoản 2 Điều 54 của Bộ luật này mà đáng được khoan hồng đặc biệt nhưng chưa đến mức được miễn trách nhiệm hình sự.,nguoi pham toi co the duoc mien hinh phat neu thuoc truong hop quy dinh tai khoan 1 va khoan 2 dieu 54 cua bo luat nay ma dang duoc khoan hong dac biet nhung chua den muc duoc mien trach nhiem hinh su
exception_clause_article_61_clause_0,article_61,61,article_61_clause_0,Clause,exemption_or_exception,"Không áp dụng thời hiệu thi hành bản án đối với các tội quy định tại Chương XIII, Chương XXVI, khoản 3 và khoản 4 Điều 353, khoản 3 và khoản 4 Điều 354 của Bộ luật này.",khong ap dung thoi hieu thi hanh ban an doi voi cac toi quy dinh tai chuong xiii chuong xxvi khoan 3 va khoan 4 dieu 353 khoan 3 va khoan 4 dieu 354 cua bo luat nay
exception_clause_article_62_clause_1,article_62,62,article_62_clause_1,Clause,exemption_or_exception,Người bị kết án được miễn chấp hành hình phạt khi được đặc xá hoặc đại xá.,nguoi bi ket an duoc mien chap hanh hinh phat khi duoc dac xa hoac dai xa
exception_clause_article_62_clause_7,article_62,62,article_62_clause_7,Clause,exemption_or_exception,Người được miễn chấp hành hình phạt theo quy định tại Điều này vẫn phải thực hiện đầy đủ các nghĩa vụ dân sự do Tòa án tuyên trong bản án.,nguoi duoc mien chap hanh hinh phat theo quy dinh tai dieu nay van phai thuc hien day du cac nghia vu dan su do toa an tuyen trong ban an
exception_clause_article_66_clause_2,article_66,66,article_66_clause_2,Clause,exemption_or_exception,"Không áp dụng quy định của Điều này đối với người bị kết án thuộc một trong các trường hợp sau đây: a) Người bị kết án về một trong các tội quy định tại Chương XIII, Chương XXVI, Điều 299 của Bộ luật này; người bị kết án 10 năm tù trở lên về một trong các tội quy định tại Chương XIV của Bộ luật này do cố ý hoặc người bị kết án 07 năm tù trở lên đối với một trong các tội quy định tại các điều 168, 169, 248, 251 và 252 của Bộ luật này; b) Người bị kết án tử hình được ân giảm hoặc thuộc trường hợp quy định tại khoản 3 Điều 40 của Bộ luật này.",khong ap dung quy dinh cua dieu nay doi voi nguoi bi ket an thuoc mot trong cac truong hop sau day a nguoi bi ket an ve mot trong cac toi quy dinh tai chuong xiii chuong xxvi dieu 299 cua bo luat nay nguoi bi ket an 10 nam tu tro len ve mot trong cac toi quy dinh tai chuong xiv cua bo luat nay do co y hoac nguoi bi ket an 07 nam tu tro len doi voi mot trong cac toi quy dinh tai cac dieu 168 169 248 251 va 252 cua bo luat nay b nguoi bi ket an tu hinh duoc an giam hoac thuoc truong hop quy dinh tai khoan 3 dieu 40 cua bo luat nay
exception_clause_article_67_clause_1,article_67,67,article_67_clause_1,Clause,exemption_or_exception,"Người bị xử phạt tù có thể được hoãn chấp hành hình phạt trong các trường hợp sau đây: a) Bị bệnh nặng thì được hoãn cho đến khi sức khỏe được hồi phục; b) Phụ nữ có thai hoặc đang nuôi con dưới 36 tháng tuổi, thì được hoãn cho đến khi con đủ 36 tháng tuổi; c) Là người lao động duy nhất trong gia đình, nếu phải chấp hành hình phạt tù thì gia đình sẽ gặp khó khăn đặc biệt, được hoãn đến 01 năm, trừ trường hợp người đó bị kết án về các tội xâm phạm an ninh quốc gia hoặc các tội khác là tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng; d) Bị kết án về tội phạm ít nghiêm trọng, do nhu cầu công vụ, thì được hoãn đến 01 năm.",nguoi bi xu phat tu co the duoc hoan chap hanh hinh phat trong cac truong hop sau day a bi benh nang thi duoc hoan cho den khi suc khoe duoc hoi phuc b phu nu co thai hoac dang nuoi con duoi 36 thang tuoi thi duoc hoan cho den khi con du 36 thang tuoi c la nguoi lao dong duy nhat trong gia dinh neu phai chap hanh hinh phat tu thi gia dinh se gap kho khan dac biet duoc hoan den 01 nam tru truong hop nguoi do bi ket an ve cac toi xam pham an ninh quoc gia hoac cac toi khac la toi pham rat nghiem trong toi pham dac biet nghiem trong d bi ket an ve toi pham it nghiem trong do nhu cau cong vu thi duoc hoan den 01 nam
exception_clause_article_69_clause_2,article_69,69,article_69_clause_2,Clause,exemption_or_exception,"Người bị kết án do lỗi vô ý về tội phạm ít nghiêm trọng, tội phạm nghiêm trọng và người được miễn hình phạt không bị coi là có án tích.",nguoi bi ket an do loi vo y ve toi pham it nghiem trong toi pham nghiem trong va nguoi duoc mien hinh phat khong bi coi la co an tich
exception_clause_article_73_clause_4,article_73,73,article_73_clause_4,Clause,exemption_or_exception,Người được miễn chấp hành phần hình phạt còn lại cũng được coi như đã chấp hành xong hình phạt.,nguoi duoc mien chap hanh phan hinh phat con lai cung duoc coi nhu da chap hanh xong hinh phat
exception_clause_article_75_clause_2,article_75,75,article_75_clause_2,Clause,exemption_or_exception,Việc pháp nhân thương mại chịu trách nhiệm hình sự không loại trừ trách nhiệm hình sự của cá nhân.,viec phap nhan thuong mai chiu trach nhiem hinh su khong loai tru trach nhiem hinh su cua ca nhan
exception_clause_article_84_clause_3,article_84,84,article_84_clause_3,Clause,exemption_or_exception,Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.,cac tinh tiet giam nhe da duoc bo luat nay quy dinh la dau hieu dinh toi hoac dinh khung thi khong duoc coi la tinh tiet giam nhe trong khi quyet dinh hinh phat
exception_clause_article_85_clause_2,article_85,85,article_85_clause_2,Clause,exemption_or_exception,Các tình tiết đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung hình phạt thì không được coi là tình tiết tăng nặng.,cac tinh tiet da duoc bo luat nay quy dinh la dau hieu dinh toi hoac dinh khung hinh phat thi khong duoc coi la tinh tiet tang nang
exception_clause_article_88_clause_0,article_88,88,article_88_clause_0,Clause,exemption_or_exception,Pháp nhân thương mại phạm tội có thể được miễn hình phạt khi đã khắc phục toàn bộ hậu quả và đã bồi thường toàn bộ thiệt hại do hành vi phạm tội gây ra.,phap nhan thuong mai pham toi co the duoc mien hinh phat khi da khac phuc toan bo hau qua va da boi thuong toan bo thiet hai do hanh vi pham toi gay ra
