id,crime_id,article_id,article_code,requirement_type,text,normalized_text
subjreq_crime_118_subject_nguoi_nao_nham_chong_chinh_quyen_nhan_dan_ma_kich_dong_loi_keo_tu_tap_nhieu_nguoi_pha_roi_an_ninh_chon,crime_118,article_118,118,subject,"Người nào nhằm chống chính quyền nhân dân mà kích động, lôi kéo, tụ tập nhiều người phá rối an ninh, chống người thi hành công vụ, cản trở hoạt động của cơ quan, tổ chức, nếu không thuộc trường hợp quy định tại Điều 112 của Bộ luật này, thì bị phạt tù từ 05 năm đến 15 năm",nguoi nao nham chong chinh quyen nhan dan ma kich dong loi keo tu tap nhieu nguoi pha roi an ninh chong nguoi thi hanh cong vu can tro hoat dong cua co quan to chuc neu khong thuoc truong hop quy dinh tai dieu 112 cua bo luat nay thi bi phat tu tu 05 nam den 15 nam
subjreq_crime_119_subject_nguoi_nao_nham_chong_chinh_quyen_nhan_dan_ma_pha_co_so_giam_giu_to_chuc_tron_khoi_co_so_giam_giu_danh_,crime_119,article_119,119,subject,"Người nào nhằm chống chính quyền nhân dân mà phá cơ sở giam giữ, tổ chức trốn khỏi cơ sở giam giữ, đánh tháo người bị giam giữ, người bị áp giải hoặc trốn khỏi cơ sở giam giữ, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân",nguoi nao nham chong chinh quyen nhan dan ma pha co so giam giu to chuc tron khoi co so giam giu danh thao nguoi bi giam giu nguoi bi ap giai hoac tron khoi co so giam giu thi bi phat tu tu 10 nam den 20 nam hoac tu chung than
subjreq_crime_120_subject_nguoi_nao_to_chuc_cuong_ep_xui_giuc_nguoi_khac_tron_di_nuoc_ngoai_hoac_tron_o_lai_nuoc_ngoai_nham_chon,crime_120,article_120,120,subject,"Người nào tổ chức, cưỡng ép, xúi giục người khác trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân, thì bị phạt tù từ 05 năm đến 15 năm",nguoi nao to chuc cuong ep xui giuc nguoi khac tron di nuoc ngoai hoac tron o lai nuoc ngoai nham chong chinh quyen nhan dan thi bi phat tu tu 05 nam den 15 nam
subjreq_crime_121_subject_nguoi_nao_tron_di_nuoc_ngoai_hoac_tron_o_lai_nuoc_ngoai_nham_chong_chinh_quyen_nhan_dan_thi_bi_phat_tu,crime_121,article_121,121,subject,"Người nào trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân, thì bị phạt tù từ 03 năm đến 12 năm",nguoi nao tron di nuoc ngoai hoac tron o lai nuoc ngoai nham chong chinh quyen nhan dan thi bi phat tu tu 03 nam den 12 nam
subjreq_crime_122_subject_chu_the_theo_quy_dinh_chung_cua_bo_luat_hinh_su,crime_122,article_122,122,subject,Chủ thể theo quy định chung của Bộ luật hình sự,chu the theo quy dinh chung cua bo luat hinh su
subjreq_crime_123_subject_nguoi_nao_giet_nguoi_thuoc_mot_trong_cac_truong_hop_sau_day_thi_bi_phat_tu_tu_12_nam_den_20_nam_tu_chu,crime_123,article_123,123,subject,"Người nào giết người thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm, tù chung thân hoặc tử hình: a) Giết 02 người trở lên",nguoi nao giet nguoi thuoc mot trong cac truong hop sau day thi bi phat tu tu 12 nam den 20 nam tu chung than hoac tu hinh a giet 02 nguoi tro len
subjreq_crime_123_subject_nguoi_duoi_16_tuoi,crime_123,article_123,123,subject,người dưới 16 tuổi,nguoi duoi 16 tuoi
subjreq_crime_124_subject_chu_the_theo_quy_dinh_chung_cua_bo_luat_hinh_su,crime_124,article_124,124,subject,Chủ thể theo quy định chung của Bộ luật hình sự,chu the theo quy dinh chung cua bo luat hinh su
subjreq_crime_125_subject_nguoi_nao_giet_nguoi_trong_trang_thai_tinh_than_bi_kich_dong_manh_do_hanh_vi_trai_phap_luat_nghiem_tro,crime_125,article_125,125,subject,"Người nào giết người trong trạng thái tinh thần bị kích động mạnh do hành vi trái pháp luật nghiêm trọng của nạn nhân đối với người đó hoặc đối với người thân thích của người đó, thì bị phạt tù từ 06 tháng đến 03 năm",nguoi nao giet nguoi trong trang thai tinh than bi kich dong manh do hanh vi trai phap luat nghiem trong cua nan nhan doi voi nguoi do hoac doi voi nguoi than thich cua nguoi do thi bi phat tu tu 06 thang den 03 nam
subjreq_crime_126_subject_nguoi_nao_giet_nguoi_trong_truong_hop_vuot_qua_gioi_han_phong_ve_chinh_dang_hoac_trong_truong_hop_vuot,crime_126,article_126,126,subject,"Người nào giết người trong trường hợp vượt quá giới hạn phòng vệ chính đáng hoặc trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội, thì bị phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm",nguoi nao giet nguoi trong truong hop vuot qua gioi han phong ve chinh dang hoac trong truong hop vuot qua muc can thiet khi bat giu nguoi pham toi thi bi phat cai tao khong giam giu den 02 nam hoac phat tu tu 03 thang den 02 nam
subjreq_crime_127_subject_nguoi_nao_trong_khi_thi_hanh_cong_vu_ma_lam_chet_nguoi_do_dung_vu_luc_ngoai_nhung_truong_hop_phap_luat,crime_127,article_127,127,subject,"Người nào trong khi thi hành công vụ mà làm chết người do dùng vũ lực ngoài những trường hợp pháp luật cho phép, thì bị phạt tù từ 05 năm đến 10 năm",nguoi nao trong khi thi hanh cong vu ma lam chet nguoi do dung vu luc ngoai nhung truong hop phap luat cho phep thi bi phat tu tu 05 nam den 10 nam
subjreq_crime_127_subject_nguoi_duoi_16_tuoi_phu_nu_ma_biet_la_co_thai,crime_127,article_127,127,subject,"người dưới 16 tuổi, phụ nữ mà biết là có thai",nguoi duoi 16 tuoi phu nu ma biet la co thai
subjreq_crime_128_subject_nguoi_nao_vo_y_lam_chet_nguoi_thi_bi_phat_cai_tao_khong_giam_giu_den_03_nam_hoac_phat_tu_tu_01_nam_den,crime_128,article_128,128,subject,"Người nào vô ý làm chết người, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm",nguoi nao vo y lam chet nguoi thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 01 nam den 05 nam
subjreq_crime_129_subject_nguoi_nao_vo_y_lam_chet_nguoi_do_vi_pham_quy_tac_nghe_nghiep_hoac_quy_tac_hanh_chinh_thi_bi_phat_tu_tu,crime_129,article_129,129,subject,"Người nào vô ý làm chết người do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính, thì bị phạt tù từ 01 năm đến 05 năm",nguoi nao vo y lam chet nguoi do vi pham quy tac nghe nghiep hoac quy tac hanh chinh thi bi phat tu tu 01 nam den 05 nam
subjreq_crime_130_subject_nguoi_nao_doi_xu_tan_ac_thuong_xuyen_uc_hiep_nguoc_dai_hoac_lam_nhuc_nguoi_le_thuoc_minh_lam_nguoi_do_,crime_130,article_130,130,subject,"Người nào đối xử tàn ác, thường xuyên ức hiếp, ngược đãi hoặc làm nhục người lệ thuộc mình làm người đó tự sát, thì bị phạt tù từ 02 năm đến 07 năm",nguoi nao doi xu tan ac thuong xuyen uc hiep nguoc dai hoac lam nhuc nguoi le thuoc minh lam nguoi do tu sat thi bi phat tu tu 02 nam den 07 nam
subjreq_crime_130_subject_nguoi_duoi_16_tuoi_phu_nu_ma_biet_la_co_thai,crime_130,article_130,130,subject,"người dưới 16 tuổi, phụ nữ mà biết là có thai",nguoi duoi 16 tuoi phu nu ma biet la co thai
subjreq_crime_131_subject_nguoi_nao_thuc_hien_mot_trong_cac_hanh_vi_sau_day_thi_bi_phat_cai_tao_khong_giam_giu_den_03_nam_hoac_p,crime_131,article_131,131,subject,"Người nào thực hiện một trong các hành vi sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) Kích động, dụ dỗ, thúc đẩy người khác tự tước đoạt tính mạng của họ",nguoi nao thuc hien mot trong cac hanh vi sau day thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam a kich dong du do thuc day nguoi khac tu tuoc doat tinh mang cua ho
subjreq_crime_132_subject_nguoi_nao_thay_nguoi_khac_dang_o_trong_tinh_trang_nguy_hiem_den_tinh_mang_tuy_co_dieu_kien_ma_khong_cu,crime_132,article_132,132,subject,"Người nào thấy người khác đang ở trong tình trạng nguy hiểm đến tính mạng, tuy có điều kiện mà không cứu giúp dẫn đến hậu quả người đó chết, thì bị phạt cảnh cáo, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm",nguoi nao thay nguoi khac dang o trong tinh trang nguy hiem den tinh mang tuy co dieu kien ma khong cuu giup dan den hau qua nguoi do chet thi bi phat canh cao phat cai tao khong giam giu den 02 nam hoac phat tu tu 03 thang den 02 nam
subjreq_crime_133_subject_nguoi_nao_de_doa_giet_nguoi_neu_co_can_cu_lam_cho_nguoi_bi_de_doa_lo_so_rang_viec_de_doa_nay_se_duoc_t,crime_133,article_133,133,subject,"Người nào đe dọa giết người, nếu có căn cứ làm cho người bị đe dọa lo sợ rằng việc đe dọa này sẽ được thực hiện, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm",nguoi nao de doa giet nguoi neu co can cu lam cho nguoi bi de doa lo so rang viec de doa nay se duoc thuc hien thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam
subjreq_crime_133_subject_nguoi_duoi_16_tuoi,crime_133,article_133,133,subject,người dưới 16 tuổi,nguoi duoi 16 tuoi
subjreq_crime_134_subject_nguoi_nao_co_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the,crime_134,article_134,134,subject,"Người nào cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 11% đến 30% hoặc dưới 11% nhưng thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) Dùng vũ khí, vật liệu nổ, hung khí nguy hiểm hoặc thủ đoạn có khả năng gây nguy hại cho nhiều người",nguoi nao co y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 11 den 30 hoac duoi 11 nhung thuoc mot trong cac truong hop sau day thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam a dung vu khi vat lieu no hung khi nguy hiem hoac thu doan co kha nang gay nguy hai cho nhieu nguoi
subjreq_crime_134_subject_nguoi_nao_chuan_bi_vu_khi_vat_lieu_no_hung_khi_nguy_hiem_a_xit_nguy_hiem_hoa_chat_nguy_hiem_hoac_thanh,crime_134,article_134,134,subject,"Người nào chuẩn bị vũ khí, vật liệu nổ, hung khí nguy hiểm, a-xít nguy hiểm, hóa chất nguy hiểm hoặc thành lập hoặc tham gia nhóm tội phạm nhằm gây thương tích hoặc gây tổn hại cho sức khỏe của người khác, thì bị phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm",nguoi nao chuan bi vu khi vat lieu no hung khi nguy hiem a xit nguy hiem hoa chat nguy hiem hoac thanh lap hoac tham gia nhom toi pham nham gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac thi bi phat cai tao khong giam giu den 02 nam hoac phat tu tu 03 thang den 02 nam
subjreq_crime_134_subject_nguoi_duoi_16_tuoi_phu_nu_ma_biet_la_co_thai_nguoi_gia_yeu_om_dau_hoac_nguoi_khac_khong_co_kha_nang_tu,crime_134,article_134,134,subject,"người dưới 16 tuổi, phụ nữ mà biết là có thai, người già yếu, ốm đau hoặc người khác không có khả năng tự vệ",nguoi duoi 16 tuoi phu nu ma biet la co thai nguoi gia yeu om dau hoac nguoi khac khong co kha nang tu ve
subjreq_crime_135_subject_nguoi_nao_co_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the,crime_135,article_135,135,subject,"Người nào cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60% trong trạng thái tinh thần bị kích động mạnh do hành vi trái pháp luật nghiêm trọng của nạn nhân đối với người đó hoặc đối với người thân thích của người đó, thì bị phạt tiền từ 10",nguoi nao co y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60 trong trang thai tinh than bi kich dong manh do hanh vi trai phap luat nghiem trong cua nan nhan doi voi nguoi do hoac doi voi nguoi than thich cua nguoi do thi bi phat tien tu 10
subjreq_crime_136_subject_nguoi_nao_co_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the,crime_136,article_136,136,subject,"Người nào cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60% do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội, thì bị phạt tiền từ 5",nguoi nao co y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60 do vuot qua gioi han phong ve chinh dang hoac do vuot qua muc can thiet khi bat giu nguoi pham toi thi bi phat tien tu 5
subjreq_crime_137_subject_nguoi_nao_trong_khi_thi_hanh_cong_vu_dung_vu_luc_ngoai_nhung_truong_hop_phap_luat_cho_phep_gay_thuong_,crime_137,article_137,137,subject,"Người nào trong khi thi hành công vụ dùng vũ lực ngoài những trường hợp pháp luật cho phép gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc bị phạt tù từ 06 tháng đến 03 năm",nguoi nao trong khi thi hanh cong vu dung vu luc ngoai nhung truong hop phap luat cho phep gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60 thi bi phat cai tao khong giam giu den 03 nam hoac bi phat tu tu 06 thang den 03 nam
subjreq_crime_137_subject_nguoi_duoi_16_tuoi_phu_nu_ma_biet_la_co_thai_nguoi_gia_yeu_om_dau_hoac_nguoi_khac_khong_co_kha_nang_tu,crime_137,article_137,137,subject,"người dưới 16 tuổi, phụ nữ mà biết là có thai, người già yếu, ốm đau hoặc người khác không có khả năng tự vệ",nguoi duoi 16 tuoi phu nu ma biet la co thai nguoi gia yeu om dau hoac nguoi khac khong co kha nang tu ve
subjreq_crime_138_subject_nguoi_nao_vo_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_ma_ty_le_ton_thuong_co_the,crime_138,article_138,138,subject,"Người nào vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%, thì bị phạt cảnh cáo, phạt tiền từ 5",nguoi nao vo y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60 thi bi phat canh cao phat tien tu 5
subjreq_crime_139_subject_nguoi_nao_vo_y_gay_thuong_tich_hoac_gay_ton_hai_cho_suc_khoe_cua_nguoi_khac_do_vi_pham_quy_tac_nghe_ng,crime_139,article_139,139,subject,"Người nào vô ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vi phạm quy tắc nghề nghiệp hoặc quy tắc hành chính mà tỷ lệ tổn thương cơ thể từ 31% đến 60%, thì bị phạt tiền từ 20",nguoi nao vo y gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac do vi pham quy tac nghe nghiep hoac quy tac hanh chinh ma ty le ton thuong co the tu 31 den 60 thi bi phat tien tu 20
subjreq_crime_140_subject_nguoi_nao_doi_xu_tan_ac_hoac_lam_nhuc_nguoi_le_thuoc_minh_neu_khong_thuoc_cac_truong_hop_quy_dinh_tai_,crime_140,article_140,140,subject,"Người nào đối xử tàn ác hoặc làm nhục người lệ thuộc mình nếu không thuộc các trường hợp quy định tại Điều 185 của Bộ luật này, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 03 tháng đến 02 năm",nguoi nao doi xu tan ac hoac lam nhuc nguoi le thuoc minh neu khong thuoc cac truong hop quy dinh tai dieu 185 cua bo luat nay thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 03 thang den 02 nam
subjreq_crime_140_subject_nguoi_duoi_16_tuoi_phu_nu_ma_biet_la_co_thai_nguoi_gia_yeu_om_dau_hoac_nguoi_khac_khong_co_kha_nang_tu,crime_140,article_140,140,subject,"người dưới 16 tuổi, phụ nữ mà biết là có thai, người già yếu, ốm đau hoặc người khác không có khả năng tự vệ",nguoi duoi 16 tuoi phu nu ma biet la co thai nguoi gia yeu om dau hoac nguoi khac khong co kha nang tu ve
subjreq_crime_141_subject_nguoi_nao_dung_vu_luc_de_doa_dung_vu_luc_hoac_loi_dung_tinh_trang_khong_the_tu_ve_duoc_cua_nan_nhan_ho,crime_141,article_141,141,subject,"Người nào dùng vũ lực, đe dọa dùng vũ lực hoặc lợi dụng tình trạng không thể tự vệ được của nạn nhân hoặc thủ đoạn khác giao cấu hoặc thực hiện hành vi quan hệ tình dục khác trái với ý muốn của nạn nhân, thì bị phạt tù từ 02 năm đến 07 năm",nguoi nao dung vu luc de doa dung vu luc hoac loi dung tinh trang khong the tu ve duoc cua nan nhan hoac thu doan khac giao cau hoac thuc hien hanh vi quan he tinh duc khac trai voi y muon cua nan nhan thi bi phat tu tu 02 nam den 07 nam
subjreq_crime_141_subject_nguoi_tu_du_16_tuoi_den_duoi_18_tuoi_thi_bi_phat_tu_tu_05_nam_den_10_nam,crime_141,article_141,141,subject,"người từ đủ 16 tuổi đến dưới 18 tuổi, thì bị phạt tù từ 05 năm đến 10 năm",nguoi tu du 16 tuoi den duoi 18 tuoi thi bi phat tu tu 05 nam den 10 nam
subjreq_crime_142_subject_nguoi_nao_thuc_hien_mot_trong_cac_hanh_vi_sau_day_thi_bi_phat_tu_tu_07_nam_den_15_nam_a_dung_vu_luc_de,crime_142,article_142,142,subject,"Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) Dùng vũ lực, đe dọa dùng vũ lực hoặc lợi dụng tình trạng không thể tự vệ được của nạn nhân hoặc thủ đoạn khác giao cấu hoặc thực hiện hành vi quan hệ tình dục khác với người từ đủ 13 tuổi đến dưới 16 tuổi trái với ý muốn của họ",nguoi nao thuc hien mot trong cac hanh vi sau day thi bi phat tu tu 07 nam den 15 nam a dung vu luc de doa dung vu luc hoac loi dung tinh trang khong the tu ve duoc cua nan nhan hoac thu doan khac giao cau hoac thuc hien hanh vi quan he tinh duc khac voi nguoi tu du 13 tuoi den duoi 16 tuoi trai voi y muon cua ho
subjreq_crime_142_subject_nguoi_tu_du_13_tuoi_den_duoi_16_tuoi_trai_voi_y_muon_cua_ho,crime_142,article_142,142,subject,người từ đủ 13 tuổi đến dưới 16 tuổi trái với ý muốn của họ,nguoi tu du 13 tuoi den duoi 16 tuoi trai voi y muon cua ho
subjreq_crime_142_subject_nguoi_duoi_13_tuoi,crime_142,article_142,142,subject,người dưới 13 tuổi,nguoi duoi 13 tuoi
subjreq_crime_143_subject_nguoi_nao_dung_moi_thu_doan_khien_nguoi_le_thuoc_minh_hoac_nguoi_dang_o_trong_tinh_trang_quan_bach_pha,crime_143,article_143,143,subject,"Người nào dùng mọi thủ đoạn khiến người lệ thuộc mình hoặc người đang ở trong tình trạng quẫn bách phải miễn cưỡng giao cấu hoặc miễn cưỡng thực hiện hành vi quan hệ tình dục khác, thì bị phạt tù từ 01 năm đến 05 năm",nguoi nao dung moi thu doan khien nguoi le thuoc minh hoac nguoi dang o trong tinh trang quan bach phai mien cuong giao cau hoac mien cuong thuc hien hanh vi quan he tinh duc khac thi bi phat tu tu 01 nam den 05 nam
subjreq_crime_143_subject_nguoi_tu_du_16_tuoi_den_duoi_18_tuoi_thi_bi_phat_tu_tu_02_nam_den_07_nam,crime_143,article_143,143,subject,"người từ đủ 16 tuổi đến dưới 18 tuổi, thì bị phạt tù từ 02 năm đến 07 năm",nguoi tu du 16 tuoi den duoi 18 tuoi thi bi phat tu tu 02 nam den 07 nam
subjreq_crime_144_subject_nguoi_nao_dung_moi_thu_doan_khien_nguoi_tu_du_13_tuoi_den_duoi_16_tuoi_dang_o_trong_tinh_trang_le_thuo,crime_144,article_144,144,subject,"Người nào dùng mọi thủ đoạn khiến người từ đủ 13 tuổi đến dưới 16 tuổi đang ở trong tình trạng lệ thuộc mình hoặc trong tình trạng quẫn bách phải miễn cưỡng giao cấu hoặc miễn cưỡng thực hiện hành vi quan hệ tình dục khác, thì bị phạt tù từ 05 năm đến 10 năm",nguoi nao dung moi thu doan khien nguoi tu du 13 tuoi den duoi 16 tuoi dang o trong tinh trang le thuoc minh hoac trong tinh trang quan bach phai mien cuong giao cau hoac mien cuong thuc hien hanh vi quan he tinh duc khac thi bi phat tu tu 05 nam den 10 nam
